protocol__name,experiment__name,experiment__trial_id,plot__name,plot__lookup_key,sample__name,sample__planned_growth_stage,sample__items_per_sample,measurement_name,measurement_date,analytical_method,variable,value
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP02.PLOT203,203,FTR336.BLOCK01.REP02.PLOT203.T.001,V6-V7,5,FTR336.BLOCK01.REP02.PLOT203.T.001.01,2020-10-12 12:27:00,,dry_weight_g,222.3
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP02.PLOT204,204,FTR336.BLOCK01.REP02.PLOT204.T.001,V6-V7,5,FTR336.BLOCK01.REP02.PLOT204.T.001.01,2020-10-12 12:27:00,,dry_weight_g,273.7
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP02.PLOT206,206,FTR336.BLOCK01.REP02.PLOT206.T.001,V6-V7,5,FTR336.BLOCK01.REP02.PLOT206.T.001.01,2020-10-12 12:27:00,,dry_weight_g,305.5
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP02.PLOT207,207,FTR336.BLOCK01.REP02.PLOT207.T.001,V6-V7,5,FTR336.BLOCK01.REP02.PLOT207.T.001.01,2020-10-12 12:27:00,,dry_weight_g,340.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP02.PLOT209,209,FTR336.BLOCK01.REP02.PLOT209.T.001,V6-V7,5,FTR336.BLOCK01.REP02.PLOT209.T.001.01,2020-10-12 12:27:00,,dry_weight_g,297
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT301,301,FTR336.BLOCK01.REP03.PLOT301.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT301.T.001.01,2020-10-12 12:27:00,,dry_weight_g,311.6
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT302,302,FTR336.BLOCK01.REP03.PLOT302.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT302.T.001.01,2020-10-12 12:27:00,,dry_weight_g,290.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT303,303,FTR336.BLOCK01.REP03.PLOT303.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT303.T.001.01,2020-10-12 12:27:00,,dry_weight_g,257.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT304,304,FTR336.BLOCK01.REP03.PLOT304.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT304.T.001.01,2020-10-12 12:27:00,,dry_weight_g,263.3
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT305,305,FTR336.BLOCK01.REP03.PLOT305.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT305.T.001.01,2020-10-12 12:27:00,,dry_weight_g,302.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT307,307,FTR336.BLOCK01.REP03.PLOT307.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT307.T.001.01,2020-10-12 12:27:00,,dry_weight_g,201.6
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT308,308,FTR336.BLOCK01.REP03.PLOT308.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT308.T.001.01,2020-10-12 12:27:00,,dry_weight_g,305.5
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP03.PLOT309,309,FTR336.BLOCK01.REP03.PLOT309.T.001,V6-V7,5,FTR336.BLOCK01.REP03.PLOT309.T.001.01,2020-10-12 12:27:00,,dry_weight_g,350.6
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT402,402,FTR336.BLOCK01.REP04.PLOT402.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT402.T.001.01,2020-10-12 12:27:00,,dry_weight_g,334.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT403,403,FTR336.BLOCK01.REP04.PLOT403.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT403.T.001.01,2020-10-12 12:27:00,,dry_weight_g,314.4
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT405,405,FTR336.BLOCK01.REP04.PLOT405.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT405.T.001.01,2020-10-12 12:27:00,,dry_weight_g,419.8
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT406,406,FTR336.BLOCK01.REP04.PLOT406.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT406.T.001.01,2020-10-12 12:27:00,,dry_weight_g,292.2
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT407,407,FTR336.BLOCK01.REP04.PLOT407.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT407.T.001.01,2020-10-12 12:27:00,,dry_weight_g,262.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP04.PLOT409,409,FTR336.BLOCK01.REP04.PLOT409.T.001,V6-V7,5,FTR336.BLOCK01.REP04.PLOT409.T.001.01,2020-10-12 12:27:00,,dry_weight_g,381.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT501,501,FTR336.BLOCK01.REP05.PLOT501.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT501.T.001.01,2020-10-12 12:27:00,,dry_weight_g,333.9
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT503,503,FTR336.BLOCK01.REP05.PLOT503.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT503.T.001.01,2020-10-12 12:27:00,,dry_weight_g,295.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT504,504,FTR336.BLOCK01.REP05.PLOT504.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT504.T.001.01,2020-10-12 12:27:00,,dry_weight_g,315
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT505,505,FTR336.BLOCK01.REP05.PLOT505.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT505.T.001.01,2020-10-12 12:27:00,,dry_weight_g,288.3
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT507,507,FTR336.BLOCK01.REP05.PLOT507.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT507.T.001.01,2020-10-12 12:27:00,,dry_weight_g,369.8
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT508,508,FTR336.BLOCK01.REP05.PLOT508.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT508.T.001.01,2020-10-12 12:27:00,,dry_weight_g,378.1
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP05.PLOT509,509,FTR336.BLOCK01.REP05.PLOT509.T.001,V6-V7,5,FTR336.BLOCK01.REP05.PLOT509.T.001.01,2020-10-12 12:27:00,,dry_weight_g,352.7
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT602,602,FTR336.BLOCK01.REP06.PLOT602.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT602.T.001.01,2020-10-12 12:27:00,,dry_weight_g,359
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT603,603,FTR336.BLOCK01.REP06.PLOT603.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT603.T.001.01,2020-10-12 12:27:00,,dry_weight_g,335.6
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT605,605,FTR336.BLOCK01.REP06.PLOT605.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT605.T.001.01,2020-10-12 12:27:00,,dry_weight_g,344.6
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT607,607,FTR336.BLOCK01.REP06.PLOT607.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT607.T.001.01,2020-10-12 12:27:00,,dry_weight_g,349.8
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT608,608,FTR336.BLOCK01.REP06.PLOT608.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT608.T.001.01,2020-10-12 12:27:00,,dry_weight_g,271
20-ZEAMX-US403,FTR336,may-march-bacon-winter-batman-white,FTR336.BLOCK01.REP06.PLOT609,609,FTR336.BLOCK01.REP06.PLOT609.T.001,V6-V7,5,FTR336.BLOCK01.REP06.PLOT609.T.001.01,2020-10-12 12:27:00,,dry_weight_g,265
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT101,101,FTR337.BLOCK01.REP01.PLOT101.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT101.T.001.01,2020-07-21 16:41:00,,dry_weight_g,110.2
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT102,102,FTR337.BLOCK01.REP01.PLOT102.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT102.T.001.01,2020-07-21 16:41:00,,dry_weight_g,88.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT103,103,FTR337.BLOCK01.REP01.PLOT103.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT103.T.001.01,2020-07-21 16:41:00,,dry_weight_g,95.3
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT105,105,FTR337.BLOCK01.REP01.PLOT105.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT105.T.001.01,2020-07-21 16:41:00,,dry_weight_g,89.7
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT107,107,FTR337.BLOCK01.REP01.PLOT107.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT107.T.001.01,2020-07-21 16:41:00,,dry_weight_g,94.2
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP01.PLOT109,109,FTR337.BLOCK01.REP01.PLOT109.T.001,V6-V7,5,FTR337.BLOCK01.REP01.PLOT109.T.001.01,2020-07-21 16:41:00,,dry_weight_g,107.1
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT201,201,FTR337.BLOCK01.REP02.PLOT201.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT201.T.001.01,2020-07-21 16:41:00,,dry_weight_g,104.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT202,202,FTR337.BLOCK01.REP02.PLOT202.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT202.T.001.01,2020-07-21 16:41:00,,dry_weight_g,92
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT203,203,FTR337.BLOCK01.REP02.PLOT203.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT203.T.001.01,2020-07-21 16:41:00,,dry_weight_g,92.7
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT205,205,FTR337.BLOCK01.REP02.PLOT205.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT205.T.001.01,2020-07-21 16:41:00,,dry_weight_g,87.7
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT206,206,FTR337.BLOCK01.REP02.PLOT206.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT206.T.001.01,2020-07-21 16:41:00,,dry_weight_g,99.6
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT207,207,FTR337.BLOCK01.REP02.PLOT207.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT207.T.001.01,2020-07-21 16:41:00,,dry_weight_g,83.9
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT208,208,FTR337.BLOCK01.REP02.PLOT208.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT208.T.001.01,2020-07-21 16:41:00,,dry_weight_g,79.9
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP02.PLOT209,209,FTR337.BLOCK01.REP02.PLOT209.T.001,V6-V7,5,FTR337.BLOCK01.REP02.PLOT209.T.001.01,2020-07-21 16:41:00,,dry_weight_g,76.6
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP03.PLOT302,302,FTR337.BLOCK01.REP03.PLOT302.T.001,V6-V7,5,FTR337.BLOCK01.REP03.PLOT302.T.001.01,2020-07-21 16:41:00,,dry_weight_g,78.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP03.PLOT304,304,FTR337.BLOCK01.REP03.PLOT304.T.001,V6-V7,5,FTR337.BLOCK01.REP03.PLOT304.T.001.01,2020-07-21 16:41:00,,dry_weight_g,57.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP03.PLOT305,305,FTR337.BLOCK01.REP03.PLOT305.T.001,V6-V7,5,FTR337.BLOCK01.REP03.PLOT305.T.001.01,2020-07-21 16:41:00,,dry_weight_g,61.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP03.PLOT307,307,FTR337.BLOCK01.REP03.PLOT307.T.001,V6-V7,5,FTR337.BLOCK01.REP03.PLOT307.T.001.01,2020-07-21 16:41:00,,dry_weight_g,84.5
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP03.PLOT309,309,FTR337.BLOCK01.REP03.PLOT309.T.001,V6-V7,5,FTR337.BLOCK01.REP03.PLOT309.T.001.01,2020-07-21 16:41:00,,dry_weight_g,48.3
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT401,401,FTR337.BLOCK01.REP04.PLOT401.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT401.T.001.01,2020-07-21 16:41:00,,dry_weight_g,56.7
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT403,403,FTR337.BLOCK01.REP04.PLOT403.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT403.T.001.01,2020-07-21 16:41:00,,dry_weight_g,70
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT405,405,FTR337.BLOCK01.REP04.PLOT405.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT405.T.001.01,2020-07-21 16:41:00,,dry_weight_g,73
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT406,406,FTR337.BLOCK01.REP04.PLOT406.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT406.T.001.01,2020-07-21 16:41:00,,dry_weight_g,56.7
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT408,408,FTR337.BLOCK01.REP04.PLOT408.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT408.T.001.01,2020-07-21 16:41:00,,dry_weight_g,48
20-ZEAMX-US403,FTR337,delaware-queen-angel-artist-green-south,FTR337.BLOCK01.REP04.PLOT409,409,FTR337.BLOCK01.REP04.PLOT409.T.001,V6-V7,5,FTR337.BLOCK01.REP04.PLOT409.T.001.01,2020-07-21 16:41:00,,dry_weight_g,79.9
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT101,101,FTR338.BLOCK01.REP01.PLOT101.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT101.T.001.01,2020-05-22 10:17:00,,dry_weight_g,24.4
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT102,102,FTR338.BLOCK01.REP01.PLOT102.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT102.T.001.01,2020-05-22 10:17:00,,dry_weight_g,21
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT104,104,FTR338.BLOCK01.REP01.PLOT104.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT104.T.001.01,2020-05-22 10:17:00,,dry_weight_g,18.7
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT105,105,FTR338.BLOCK01.REP01.PLOT105.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT105.T.001.01,2020-05-22 10:17:00,,dry_weight_g,24.4
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT106,106,FTR338.BLOCK01.REP01.PLOT106.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT106.T.001.01,2020-05-22 10:17:00,,dry_weight_g,24.2
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT108,108,FTR338.BLOCK01.REP01.PLOT108.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT108.T.001.01,2020-05-22 10:17:00,,dry_weight_g,22.4
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP01.PLOT109,109,FTR338.BLOCK01.REP01.PLOT109.T.001,V6-V7,5,FTR338.BLOCK01.REP01.PLOT109.T.001.01,2020-05-22 10:17:00,,dry_weight_g,25.8
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT202,202,FTR338.BLOCK01.REP02.PLOT202.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT202.T.001.01,2020-05-22 10:17:00,,dry_weight_g,25.9
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT203,203,FTR338.BLOCK01.REP02.PLOT203.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT203.T.001.01,2020-05-22 10:17:00,,dry_weight_g,24
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT204,204,FTR338.BLOCK01.REP02.PLOT204.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT204.T.001.01,2020-05-22 10:17:00,,dry_weight_g,25.7
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT206,206,FTR338.BLOCK01.REP02.PLOT206.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT206.T.001.01,2020-05-22 10:17:00,,dry_weight_g,25.3
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT207,207,FTR338.BLOCK01.REP02.PLOT207.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT207.T.001.01,2020-05-22 10:17:00,,dry_weight_g,20.9
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP02.PLOT209,209,FTR338.BLOCK01.REP02.PLOT209.T.001,V6-V7,5,FTR338.BLOCK01.REP02.PLOT209.T.001.01,2020-05-22 10:17:00,,dry_weight_g,32
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT301,301,FTR338.BLOCK01.REP03.PLOT301.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT301.T.001.01,2020-07-31 15:14:00,,dry_weight_g,28.2
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT302,302,FTR338.BLOCK01.REP03.PLOT302.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT302.T.001.01,2020-07-31 15:14:00,,dry_weight_g,23
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT304,304,FTR338.BLOCK01.REP03.PLOT304.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT304.T.001.01,2020-07-31 15:14:00,,dry_weight_g,33.8
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT305,305,FTR338.BLOCK01.REP03.PLOT305.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT305.T.001.01,2020-07-31 15:14:00,,dry_weight_g,25.6
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT307,307,FTR338.BLOCK01.REP03.PLOT307.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT307.T.001.01,2020-07-31 15:14:00,,dry_weight_g,31.5
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT308,308,FTR338.BLOCK01.REP03.PLOT308.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT308.T.001.01,2020-07-31 15:14:00,,dry_weight_g,32.1
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP03.PLOT309,309,FTR338.BLOCK01.REP03.PLOT309.T.001,V6-V7,5,FTR338.BLOCK01.REP03.PLOT309.T.001.01,2020-07-31 15:14:00,,dry_weight_g,26.8
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT402,402,FTR338.BLOCK01.REP04.PLOT402.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT402.T.001.01,2020-07-31 15:14:00,,dry_weight_g,26
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT403,403,FTR338.BLOCK01.REP04.PLOT403.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT403.T.001.01,2020-07-31 15:14:00,,dry_weight_g,30.6
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT404,404,FTR338.BLOCK01.REP04.PLOT404.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT404.T.001.01,2020-07-31 15:14:00,,dry_weight_g,28.3
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT406,406,FTR338.BLOCK01.REP04.PLOT406.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT406.T.001.01,2020-07-31 15:14:00,,dry_weight_g,31.9
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT407,407,FTR338.BLOCK01.REP04.PLOT407.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT407.T.001.01,2020-07-31 15:14:00,,dry_weight_g,26.1
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP04.PLOT409,409,FTR338.BLOCK01.REP04.PLOT409.T.001,V6-V7,5,FTR338.BLOCK01.REP04.PLOT409.T.001.01,2020-07-31 15:14:00,,dry_weight_g,29.3
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT502,502,FTR338.BLOCK01.REP05.PLOT502.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT502.T.001.01,2020-05-27 18:12:00,,dry_weight_g,19.7
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT503,503,FTR338.BLOCK01.REP05.PLOT503.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT503.T.001.01,2020-05-27 18:12:00,,dry_weight_g,29.1
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT504,504,FTR338.BLOCK01.REP05.PLOT504.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT504.T.001.01,2020-05-27 18:12:00,,dry_weight_g,31
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT506,506,FTR338.BLOCK01.REP05.PLOT506.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT506.T.001.01,2020-05-27 18:12:00,,dry_weight_g,34.8
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT507,507,FTR338.BLOCK01.REP05.PLOT507.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT507.T.001.01,2020-05-27 18:12:00,,dry_weight_g,23.4
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP05.PLOT509,509,FTR338.BLOCK01.REP05.PLOT509.T.001,V6-V7,5,FTR338.BLOCK01.REP05.PLOT509.T.001.01,2020-05-27 18:12:00,,dry_weight_g,26.8
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT601,601,FTR338.BLOCK01.REP06.PLOT601.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT601.T.001.01,2020-05-27 18:12:00,,dry_weight_g,30.5
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT602,602,FTR338.BLOCK01.REP06.PLOT602.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT602.T.001.01,2020-05-27 18:12:00,,dry_weight_g,28.3
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT604,604,FTR338.BLOCK01.REP06.PLOT604.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT604.T.001.01,2020-05-27 18:12:00,,dry_weight_g,26.2
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT605,605,FTR338.BLOCK01.REP06.PLOT605.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT605.T.001.01,2020-05-27 18:12:00,,dry_weight_g,29.4
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT607,607,FTR338.BLOCK01.REP06.PLOT607.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT607.T.001.01,2020-05-27 18:12:00,,dry_weight_g,20.9
20-ZEAMX-US403,FTR338,four-georgia-march-fruit-alanine-steak,FTR338.BLOCK01.REP06.PLOT608,608,FTR338.BLOCK01.REP06.PLOT608.T.001,V6-V7,5,FTR338.BLOCK01.REP06.PLOT608.T.001.01,2020-05-27 18:12:00,,dry_weight_g,28.9
